Sum of label_val	Column Labels								
Row Labels	LOCATION1#general	LOCATION1#price	LOCATION1#safety	LOCATION1#transit	LOCATION2#general	LOCATION2#price	LOCATION2#safety	LOCATION2#transit	Grand Total
"You might try finding somewhere within bus/cycling distance of LOCATION2 to remove one of the commutes , then on the train/District line too to get you into Bank - so that could be any of the areas on the mainline into  LOCATION1 safety "			0						0
"You might try finding somewhere within bus/cycling distance of LOCATION2 to remove one of the commutes , then on the train/District line too to get you into Bank - so that could be any of the areas on the mainline into  LOCATION1 transit location "				0					0
2152	0	0	0	0					0
All this is REALLY easy to look up yourself Look at a MAP SE London YUCK I guess you mean the  LOCATION1 general  area	0								0
All this is REALLY easy to look up yourself Look at a MAP SE London YUCK I guess you mean the  LOCATION1 price  area		0							0
All this is REALLY easy to look up yourself Look at a MAP SE London YUCK I guess you mean the  LOCATION1 safety  area			0						0
All this is REALLY easy to look up yourself Look at a MAP SE London YUCK I guess you mean the  LOCATION1 transit location  area				0					0
2153	0	0	0	0					0
umm  LOCATION1 general 	0								0
umm  LOCATION1 price 		0							0
umm  LOCATION1 safety 			0						0
umm  LOCATION1 transit location 				0					0
2154	0	0	0	0	0	0	0	0	0
"Directions from the hall : Facing  LOCATION1 general  , turn right on LOCATION2 Road"	0								0
"Directions from the hall : Facing  LOCATION1 price  , turn right on LOCATION2 Road"		0							0
"Directions from the hall : Facing  LOCATION1 safety  , turn right on LOCATION2 Road"			0						0
"Directions from the hall : Facing  LOCATION1 transit location  , turn right on LOCATION2 Road"				0					0
"Directions from the hall : Facing LOCATION1 , turn right on  LOCATION2 general  Road"					0				0
"Directions from the hall : Facing LOCATION1 , turn right on  LOCATION2 price  Road"						0			0
"Directions from the hall : Facing LOCATION1 , turn right on  LOCATION2 safety  Road"							0		0
"Directions from the hall : Facing LOCATION1 , turn right on  LOCATION2 transit location  Road"								0	0
2155	0	0	0	0					0
"If you had been born where you were about 100 years earlier , you would not be a Londoner , but a  LOCATION1 general  Boy - LOCATION1 the county , no longer exists , except as an addition to an address"	0								0
"If you had been born where you were about 100 years earlier , you would not be a Londoner , but a  LOCATION1 price  Boy - LOCATION1 the county , no longer exists , except as an addition to an address"		0							0
"If you had been born where you were about 100 years earlier , you would not be a Londoner , but a  LOCATION1 safety  Boy - LOCATION1 the county , no longer exists , except as an addition to an address"			0						0
"If you had been born where you were about 100 years earlier , you would not be a Londoner , but a  LOCATION1 transit location  Boy - LOCATION1 the county , no longer exists , except as an addition to an address"				0					0
2156	0	0	0	0					0
 LOCATION1 general  Common	0								0
 LOCATION1 price  Common		0							0
 LOCATION1 safety  Common			0						0
 LOCATION1 transit location  Common				0					0
2157	0	-1	0	-1					-2
" LOCATION1 general  is n't `` moving to London `` LOCATION1 is not London , it 's not cheap"	0								0
" LOCATION1 price  is n't `` moving to London `` LOCATION1 is not London , it 's not cheap"		-1							-1
" LOCATION1 safety  is n't `` moving to London `` LOCATION1 is not London , it 's not cheap"			0						0
" LOCATION1 transit location  is n't `` moving to London `` LOCATION1 is not London , it 's not cheap"				-1					-1
2158	0	0	0	0					0
"Never mind central , if you want fun go further South and live in  LOCATION1 general "	0								0
"Never mind central , if you want fun go further South and live in  LOCATION1 price "		0							0
"Never mind central , if you want fun go further South and live in  LOCATION1 safety "			0						0
"Never mind central , if you want fun go further South and live in  LOCATION1 transit location "				0					0
2159	1	0	0	1					2
" LOCATION1 general  a decent neighbourhood with plenty of great bars , a famous market ( Portobello ) and enough restaurants , shops and transport options to keep you happy"	1								1
" LOCATION1 price  a decent neighbourhood with plenty of great bars , a famous market ( Portobello ) and enough restaurants , shops and transport options to keep you happy"		0							0
" LOCATION1 safety  a decent neighbourhood with plenty of great bars , a famous market ( Portobello ) and enough restaurants , shops and transport options to keep you happy"			0						0
" LOCATION1 transit location  a decent neighbourhood with plenty of great bars , a famous market ( Portobello ) and enough restaurants , shops and transport options to keep you happy"				1					1
2160	0	0	0	0					0
" LOCATION1 general  , its in southeast London"	0								0
" LOCATION1 price  , its in southeast London"		0							0
" LOCATION1 safety  , its in southeast London"			0						0
" LOCATION1 transit location  , its in southeast London"				0					0
2161	1	0	0	0					1
 LOCATION1 general  is nice too My partner and I are thinking of moving to London	1								1
 LOCATION1 price  is nice too My partner and I are thinking of moving to London		0							0
 LOCATION1 safety  is nice too My partner and I are thinking of moving to London			0						0
 LOCATION1 transit location  is nice too My partner and I are thinking of moving to London				0					0
2162	0	0	0	0					0
It 's like a country village  LOCATION1 general  is where I live	0								0
It 's like a country village  LOCATION1 price  is where I live		0							0
It 's like a country village  LOCATION1 safety  is where I live			0						0
It 's like a country village  LOCATION1 transit location  is where I live				0					0
2163	0	-1	0	0					-1
" LOCATION1 general  Just saying , it 's too expensive"	0								0
" LOCATION1 price  Just saying , it 's too expensive"		-1							-1
" LOCATION1 safety  Just saying , it 's too expensive"			0						0
" LOCATION1 transit location  Just saying , it 's too expensive"				0					0
2164	0	0	0	0					0
( And really confusing too my latest graduation ceremony was in the  LOCATION1 general  Centre	0								0
( And really confusing too my latest graduation ceremony was in the  LOCATION1 price  Centre		0							0
( And really confusing too my latest graduation ceremony was in the  LOCATION1 safety  Centre			0						0
( And really confusing too my latest graduation ceremony was in the  LOCATION1 transit location  Centre				0					0
2165	-1	0	0	0					-1
 LOCATION1 general  is an Lebanese/Arab ghetto	-1								-1
 LOCATION1 price  is an Lebanese/Arab ghetto		0							0
 LOCATION1 safety  is an Lebanese/Arab ghetto			0						0
 LOCATION1 transit location  is an Lebanese/Arab ghetto				0					0
2166	0	0	0	1					1
"also stayed in a hostel near  LOCATION1 general  station which was fairly central , ca n't remember what it was called tho , think it was a well known one tho"	0								0
"also stayed in a hostel near  LOCATION1 price  station which was fairly central , ca n't remember what it was called tho , think it was a well known one tho"		0							0
"also stayed in a hostel near  LOCATION1 safety  station which was fairly central , ca n't remember what it was called tho , think it was a well known one tho"			0						0
"also stayed in a hostel near  LOCATION1 transit location  station which was fairly central , ca n't remember what it was called tho , think it was a well known one tho"				1					1
2167	0	0	0	0					0
West : Basically the whole  LOCATION1 general 	0								0
West : Basically the whole  LOCATION1 price 		0							0
West : Basically the whole  LOCATION1 safety 			0						0
West : Basically the whole  LOCATION1 transit location 				0					0
2168	0	0	-1	0					-1
"There are better suburbs ,  LOCATION1 general  has become very multi ethnic and unfortunatly crime has risen"	0								0
"There are better suburbs ,  LOCATION1 price  has become very multi ethnic and unfortunatly crime has risen"		0							0
"There are better suburbs ,  LOCATION1 safety  has become very multi ethnic and unfortunatly crime has risen"			-1						-1
"There are better suburbs ,  LOCATION1 transit location  has become very multi ethnic and unfortunatly crime has risen"				0					0
