Row Labels,LOCATION1#general,LOCATION1#price,LOCATION1#safety,LOCATION1#transit,LOCATION2#general,LOCATION2#price,LOCATION2#safety,LOCATION2#transit
"For instance , you will find shopping centres in  LOCATION2   , LOCATION1 etc and not just in the centre of London",,,,,0,0,0,0
"For instance , you could live in the Redbridge area , where there are some new developments , and large parks , close to LOCATION2 forest etc ; Or you might want a  LOCATION1   area , a Waltham Forest area , a Tower Hamlets area ( there are some really lovely places in Tower Hamlets for not too much ) etc ; You 'll probably need to start off flatsharing in a small-ish flat , but do n't be put off moving to London for that",0,0,0,0,,,,
"For instance , you could live in the Redbridge area , where there are some new developments , and large parks , close to  LOCATION2   forest etc ; Or you might want a LOCATION1 area , a Waltham Forest area , a Tower Hamlets area ( there are some really lovely places in Tower Hamlets for not too much ) etc ; You 'll probably need to start off flatsharing in a small-ish flat , but do n't be put off moving to London for that",,,,,0,0,0,0
"For human interest , you ca n't beat  LOCATION1   for its marvelous array of street performers and buskers",0,0,0,0,,,,
"For green spaces  LOCATION1   is brilliant - parks , the River Thames towpath , LOCATION1 National Nature Reserve",0,0,0,0,,,,
"For example , to a Londoner ,  LOCATION1   ly means the district not the borough",0,0,0,0,,,,
"For example , living in LOCATION1 is completely different to living in  LOCATION2  ",,,,,0,0,0,0
"For example , living in  LOCATION1   is completely different to living in LOCATION2",0,0,0,0,,,,
For christ 's sake do not move to  LOCATION1  ,-1,0,0,0,,,,
For Beckingham read  LOCATION1  ,0,0,0,0,,,,
for a map look at used to live in LOCATION1 ( which borders  LOCATION2   - you 'll be very near ) which is a really cool area,,,,,0,0,0,0
for a map look at used to live in  LOCATION1   ( which borders LOCATION2 - you 'll be very near ) which is a really cool area,0,0,0,0,,,,
For a high one you can get the best  LOCATION1   for a low one ( well that could be loads of places ),0,0,0,0,,,,
For a fun night out head to Roadhouse in  LOCATION1   for a good night out,0,0,0,0,,,,
For  LOCATION1   rentals try these links,0,0,0,0,,,,
"Football supporters do , however , like to support winning teams , hence the popularity of Manchester United , Manchester London ,  LOCATION1   and Arsenal",0,0,0,0,,,,
First up a real Cockney - Tommy Steele - from  LOCATION1   - one of his more famous Cockney recordings from the 1950s,0,0,0,0,,,,
"First of all ,  LOCATION1   IS N'T a 'no go ' area",1,0,0,0,,,,
Find the website for 'Museum in  LOCATION1   ' ( part of the Museum of London ),0,0,0,0,,,,
"Excellent free reggae night in the heart of  LOCATION1   , south London",0,0,0,0,,,,
Example :  LOCATION1  ,0,0,0,0,,,,
"Everything is expensive in  LOCATION1   including the famous department store there , Harrods , rents , shops , restaurants",0,-1,0,0,,,,
Everyone would love to live in LOCATION1 and  LOCATION2   but few can afford it,,,,,0,-1,0,0
Everyone would love to live in  LOCATION1   and LOCATION2 but few can afford it,0,-1,0,0,,,,
"Even in LOCATION1 there are safe places to bring up children , such as  LOCATION2   which is very friendly",,,,,0,0,1,0
"Even in  LOCATION1   there are safe places to bring up children , such as LOCATION2 which is very friendly",0,0,1,0,,,,
Even in  LOCATION1  ,0,0,0,0,,,,
"Even Green Hythe ,  LOCATION1   , Gravesend and surrounding area 's ( West Kingsdowne , Eynesford Hextable etc )",0,0,0,0,,,,
En route you will pass London Wetland Centre at  LOCATION1   which claims to be the best urban wildlife centre in Europe,0,0,0,0,,,,
Edit :  LOCATION1   matchdays much be a godsend for you,0,0,0,0,,,,
EDIT - Carry forget  LOCATION1   your talking 130+ JUST for a room in a flatshare and THAT was in an ex authority dive,-1,0,0,0,,,,
"Earlier when I went to London , I stayed in Somerset Apartments  LOCATION1   London",0,0,0,0,,,,
"Earlier this year , I stayed at the  LOCATION1   Hotel",0,0,0,0,,,,
Down south go for LOCATION1 or  LOCATION2  ,,,,,1,0,0,0
Down south go for  LOCATION1   or LOCATION2,1,0,0,0,,,,
"Doubt it it was n't posh in the mid seventies - runaways from oop north , just off trains at  LOCATION1   and St Pancreas used to head off there , hoping to be picked up by old 'hows yer fathers ' in their Austin Princesses and Vanden Plas motors",0,0,0,0,,,,
Dont Try  LOCATION1  ,-1,0,0,0,,,,
"Do n't live in  LOCATION1   , unless you want to mobed while doing your grocery shopping",0,0,-1,0,,,,
"Do n't go to  LOCATION1   , I lived there for 3 years , it 's horrible",0,0,0,0,,,,
Do n't do LOCATION2 and Do n't do  LOCATION1   either,-1,0,0,0,,,,
Do n't do  LOCATION2   and Do n't do LOCATION1 either,,,,,-1,0,0,0
do n't bother going to live in LOCATION2 or  LOCATION1  ,0,0,0,0,,,,
do n't bother going to live in  LOCATION2   or LOCATION1,,,,,0,0,0,0
despite being out of the London there will be plenty of trains to commute to work  LOCATION1   LOCATION1 Village is very upmarket and many artists live there,0,0,0,0,,,,
Depends what area of  LOCATION1  ,0,0,0,0,,,,
"Depends on your budget , if it 's tight then look at the LOCATION1 ,  LOCATION2  ",,,,,0,1,0,0
"Depends on your budget , if it 's tight then look at the  LOCATION1   , LOCATION2",0,1,0,0,,,,
Damn sure there is something fishy going on here We were phoned today by a company claiming to be working with  LOCATION1   Police and fitting FREE Fire and Security Alarms,0,0,0,0,,,,
Dad told me that they were the  LOCATION1   Bells,0,0,0,0,,,,
Could someone please tell me if they think  LOCATION1   would match what I am looking for or suggest any other areas,0,0,0,0,,,,
Cool clubs under the railway arches in  LOCATION1  ,0,0,0,0,,,,
"Concert Hall Approach ,  LOCATION1   , London SE1 . Tel : 020 7928 9370 . [ Monday-Saturday ] ( 4 ) Boisdale",0,0,0,0,,,,
"Come on this is England we 're talking about we can have different weather in the same street : ) I 'd have no problem believing it was raining in LOCATION2 but sunny in  LOCATION1   ( or vice versa ) That said I bet that 'on average ' yeah the weather would be the same 90 % of the time , as you say they 're NOT that far away from each other The geographical distinction of whether you are in Essex or London makes no difference to the weather",0,0,0,0,,,,
"Come on this is England we 're talking about we can have different weather in the same street : ) I 'd have no problem believing it was raining in  LOCATION2   but sunny in LOCATION1 ( or vice versa ) That said I bet that 'on average ' yeah the weather would be the same 90 % of the time , as you say they 're NOT that far away from each other The geographical distinction of whether you are in Essex or London makes no difference to the weather",,,,,0,0,0,0
Come live in  LOCATION1   instead,0,0,0,0,,,,
Come and live in  LOCATION1  ,0,0,0,0,,,,
com which you may find useful  LOCATION1   and the surrounding neighbourhoods,0,0,0,0,,,,
"Clubs , Pubs and Students It is also true that  LOCATION1   is infested by students",0,0,0,0,,,,
"Closely followed by Slough , Harlow , Bracknell and Stevenage Get the 25 bus from Oxford Street to  LOCATION1   , and start looking at the  housing condition when you get past Aldgate",0,0,0,0,,,,
"close to  LOCATION1   , good shops , bars and restaurants , theatres and cinemas",0,0,0,0,,,,
"Cigar Joe was a gypsy traveller , did not live in LOCATION1 area , he lived in a gypsy encampment in  LOCATION2  ",,,,,0,0,0,0
"Cigar Joe was a gypsy traveller , did not live in  LOCATION1   area , he lived in a gypsy encampment in LOCATION2",0,0,0,0,,,,
"Check this out Just down the road you have  LOCATION1   , I lived there a few times and loved the place , but never could afford to buy",1,-1,0,0,,,,
"Cheap is LOCATION2 ,  LOCATION1   , but not really cool",-1,1,0,0,,,,
"Cheap is just out of London , like LOCATION2 ,  LOCATION1   , etc",0,1,0,-1,,,,
"Cheap is just out of London , like  LOCATION2   , LOCATION1 , etc",,,,,0,1,0,-1
"Cheap is  LOCATION2   , LOCATION1 , but not really cool",,,,,-1,1,0,0
"Certain parts of LOCATION1 are ok , such as Park Avenue which is right near  LOCATION2  ",,,,,0,0,0,0
"Certain parts of  LOCATION1   are ok , such as Park Avenue which is right near LOCATION2",1,0,0,0,,,,
"Central London can be split into three main sections , the London , LOCATION2 , and  LOCATION1  ",0,0,0,1,,,,
"Central London can be split into three main sections , the London ,  LOCATION2   , and LOCATION1",,,,,0,0,0,1
c  LOCATION1   has some nasty shits who live their and would not think twice of sticking you for your phone,0,0,-1,0,,,,
"by the 20s ,  LOCATION1   was a very bohemian area , w artists and actors",0,0,0,0,,,,
buying a place on The  LOCATION1  ,0,0,0,0,,,,
but you could always sign a short let and see how things go just stay out of  LOCATION1  ,-1,0,0,0,,,,
"But you can  LOCATION1   , Or Canada Water , they are in Zone 2 , 450 a month should get you a nice studio",0,0,0,0,,,,
"But the two areas you have mentioned LOCATION2 and  LOCATION1   , depending on what parts you go to are no worse than other parts of London and in some ways are among the safer areas the Metropolis that is London",0,0,0,0,,,,
"But the two areas you have mentioned  LOCATION2   and LOCATION1 , depending on what parts you go to are no worse than other parts of London and in some ways are among the safer areas the Metropolis that is London",,,,,0,0,0,0
"But otherwise the LOCATION1 and  LOCATION2   do have a safe public atmosphere , if you ask me",,,,,0,0,1,0
"But otherwise the  LOCATION1   and LOCATION2 do have a safe public atmosphere , if you ask me",0,0,1,0,,,,
But NOT in  LOCATION1   where rents are astronomical,0,-1,0,0,,,,
"But if I had a choice to live anywhere in London it would be  LOCATION1   because all the shopping and places to visit , clubs etc",0,0,0,0,,,,
But if a more central location is important to you I would go with  LOCATION1  ,0,0,0,1,,,,
but i would say now-days that  LOCATION1   is not too bad I would n't move there because local s will rocket when they finally get round to finishing the Olympic village,1,-1,0,0,,,,
but all I can say is  LOCATION1   is n't that bad really,1,0,0,0,,,,
Buckingham Palace is in  LOCATION1  ,0,0,0,0,,,,
BTW  LOCATION1   is SE London Web Beerintheevening,0,0,0,0,,,,
"Both LOCATION1 and  LOCATION2   are really nice , the key though is whether or not you can afford it",,,,,1,-1,0,0
Both LOCATION1 and  LOCATION2   are easily accessable,,,,,0,0,0,1
"Both  LOCATION1   and LOCATION2 are really nice , the key though is whether or not you can afford it",1,-1,0,0,,,,
Both  LOCATION1   and LOCATION2 are easily accessable,0,0,0,1,,,,
"beware as the Lock tends to act as the focal point for  LOCATION1   's drug dealing , especially at night",0,0,-1,0,,,,
"best thing to do is go to several places you like ,  LOCATION1   is relatively cheaper",0,1,0,0,,,,
Best of luck If you want to live somewhere very trendy I would definitely try  LOCATION1  ,1,0,0,0,,,,
Best advice is to check out the tube/rail map at and then work out journey times to  LOCATION1   and cross reference it with for rent s,0,0,0,0,,,,
Being close too  LOCATION1   never safe,0,0,-1,0,,,,
"Because there are a ton of hotels in  LOCATION1   there are also tons of places to eat , pubs and so on",0,0,0,0,,,,
because it was filmed andd based in  LOCATION1   in London,0,0,0,0,,,,
"Bear in mind that some areas are convenient for the London , and some areas are convenient for  LOCATION1   , but very few areas are convenient for both",0,0,0,0,,,,
"Be excited , not stressed , everything will be great  LOCATION1   is a very very desirable area - amazing that you can afford to live there as a student",1,-1,0,0,,,,
"Avoid LOCATION2 ( nothing interesting there ) , stay  LOCATION1   areas",1,0,0,0,,,,
"Avoid  LOCATION2   ( nothing interesting there ) , stay LOCATION1 areas",,,,,-1,0,0,0
Avoid  LOCATION1   to the south without a knife proof vest Thinking of moving to London,0,0,0,0,,,,
At the moment I live in  LOCATION1  ,0,0,0,0,,,,
At the moment I live in  LOCATION1  ,0,0,0,0,,,,
At the centre of London are the  LOCATION1   ( historically the seat of the Government ) and the London immediately to the east which was the original core of London,0,0,0,0,,,,
"at  LOCATION1   Telegraph for three years before relocating to Jamm , Pure Reggae has Reggae music ~ reggae music and info in London , UK LOCATION1 Reggae artist Devon Pennant releases his debut album",0,0,0,0,,,,
"As the other answerer said : LOCATION2 - Bank by DLR , then Bank -  LOCATION1   by Northern Line ( Northbound )",0,0,0,0,,,,
"As the other answerer said :  LOCATION2   - Bank by DLR , then Bank - LOCATION1 by Northern Line ( Northbound )",,,,,0,0,0,0
"as soon as some prat in  LOCATION1   hears me , their eyes glaze over",0,0,0,0,,,,
"As Plashet Road is probably the boundary between the areas of Upton on the north side and  LOCATION1   on the south ,",0,0,0,0,,,,
"As for the  , LOCATION2 's also a good place but a bit noisy at times especially if you are close to  LOCATION1  ",0,0,0,0,,,,
"As for the  ,  LOCATION2   's also a good place but a bit noisy at times especially if you are close to LOCATION1",,,,,0,0,1,0
"As for LOCATION1 , I rarely go out but as far as shopping goes its got everything you need  LOCATION2  ",,,,,0,0,0,0
"As for  LOCATION1   , I rarely go out but as far as shopping goes its got everything you need LOCATION2",0,0,0,0,,,,
As for  LOCATION1   - you would find it hard to buy anything there for less than 250-300k,0,-1,0,0,,,,
